"Statistic Label","CensusYear","Sex","Means of Travel","At Work, Childcare, School or College","UNIT","VALUE"
"Persons Usually Resident and Present in the State","2002","Male","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","110882"
"Persons Usually Resident and Present in the State","2002","Male","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","42001"
"Persons Usually Resident and Present in the State","2002","Male","Motor car: Passenger","Students at school or college aged 19 years and over","Number","5736"
"Persons Usually Resident and Present in the State","2002","Male","Other means (incl. lorry or van)","All persons","Number","113935"
"Persons Usually Resident and Present in the State","2002","Male","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","111891"
"Persons Usually Resident and Present in the State","2002","Male","Other means (incl. lorry or van)","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2002","Male","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","1049"
"Persons Usually Resident and Present in the State","2002","Male","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","599"
"Persons Usually Resident and Present in the State","2002","Male","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","396"
"Persons Usually Resident and Present in the State","2002","Male","Not stated","All persons","Number","27360"
"Persons Usually Resident and Present in the State","2002","Male","Not stated","Population aged 15 years and over at work","Number","17717"
"Persons Usually Resident and Present in the State","2002","Male","Not stated","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2002","Male","Not stated","Children at school aged between 5 and 12 years","Number","6421"
"Persons Usually Resident and Present in the State","2002","Male","Not stated","Students at school or college aged between 13 and 18 years","Number","2148"
"Persons Usually Resident and Present in the State","2002","Male","Not stated","Students at school or college aged 19 years and over","Number","1074"
"Persons Usually Resident and Present in the State","2002","Male","All means of travel","All persons","Number","1309115"
"Persons Usually Resident and Present in the State","2002","Male","All means of travel","Population aged 15 years and over at work","Number","872324"
"Persons Usually Resident and Present in the State","2002","Male","All means of travel","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2002","Male","All means of travel","Children at school aged between 5 and 12 years","Number","218414"
"Persons Usually Resident and Present in the State","2002","Male","All means of travel","Students at school or college aged between 13 and 18 years","Number","157211"
"Persons Usually Resident and Present in the State","2002","Male","All means of travel","Students at school or college aged 19 years and over","Number","61166"
"Persons Usually Resident and Present in the State","2002","Female","On foot","All persons","Number","224112"
"Persons Usually Resident and Present in the State","2002","Female","On foot","Population aged 15 years and over at work","Number","100569"
"Persons Usually Resident and Present in the State","2002","Female","On foot","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2002","Female","On foot","Children at school aged between 5 and 12 years","Number","54941"
"Persons Usually Resident and Present in the State","2002","Female","On foot","Students at school or college aged between 13 and 18 years","Number","42367"
"Persons Usually Resident and Present in the State","2002","Female","On foot","Students at school or college aged 19 years and over","Number","26235"
"Persons Usually Resident and Present in the State","2002","Female","Bicycle","All persons","Number","12191"
"Persons Usually Resident and Present in the State","2002","Female","Bicycle","Population aged 15 years and over at work","Number","7827"
"Persons Usually Resident and Present in the State","2002","Female","Bicycle","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2002","Female","Bicycle","Children at school aged between 5 and 12 years","Number","1188"
"Persons Usually Resident and Present in the State","2002","Female","Bicycle","Students at school or college aged between 13 and 18 years","Number","1046"
"Persons Usually Resident and Present in the State","2002","Female","Bicycle","Students at school or college aged 19 years and over","Number","2130"
"Persons Usually Resident and Present in the State","2002","Female","Bus, minibus or coach","All persons","Number","180499"
"Persons Usually Resident and Present in the State","2002","Female","Bus, minibus or coach","Population aged 15 years and over at work","Number","59029"
"Persons Usually Resident and Present in the State","2002","Female","Bus, minibus or coach","Children at school or childcare aged between 0 and 4 years","Number","0"
